mtime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
xxx,128861,276209,544061,247281,37215,474661,502321,141370,410145,324604,499440,433521,130644,527815,100001,391574,30176,473057,374452,365980,321391,412966,250193,193633,411201,436421,137265,157634,46403,501955,192305,321215,436456,360889,334544
xxx,469411,309031,55441,68220,515457,96358,441669,459124,219831,306099,545281,251536,243797,396049,383695,485829,418201,303678,484340,43300,429337,109392,122241,489331,451125,293126,156643,124151,29811,380491,457755,11848,312136,54561,64612
xxx,147111,412724,65295,186901,327375,244606,180621,134459,285821,256927,224142,129526,389732,77123,510087,136849,11031,330545,275191,459681,490136,87196,263429,192523,386021,294477,263436,141375,505763,393154,48671,41976,112239,548406,463420
xxx,43806,112241,449845,392706,440267,228709,13377,382325,409246,53963,204525,150108,398641,473575,139581,74913,467831,252673,513711,509325,166682,348089,192834,147313,267593,282495,64683,109841,326987,504811,317201,207298,229609,311025,501983
xxx,164791,76849,53413,138241,541585,309060,36972,31185,544611,380938,333609,494629,27876,200413,178326,257317,200331,305210,9705,394817,41665,277457,403166,5963,291166,421729,173261,18773,232145,417531,15979,546199,392916,361098,529201
xxx,521541,515197,91613,67001,235401,134861,397833,298353,38425,408699,451893,526431,11951,2026,94189,158186,132319,353886,346537,524226,295175,89761,58045,257333,134245,238161,27138,420713,50120,506791,181031,194685,99793,174580,312445
xxx,300272,7926,345117,276765,253321,62455,542308,456605,1177,82993,376929,518908,224514,57617,100565,204535,174419,278502,369783,51477,542059,70186,289953,302769,28242,212356,412584,163142,521153,511819,346801,402876,64013,225798,4935
xxx,146486,494385,404701,407071,23769,250901,327899,163701,50177,189020,199501,144471,227949,197769,39452,377962,373885,203206,182255,101486,235561,509582,102011,239445,223539,120225,333249,248197,192499,252476,82501,415173,38261,92818,167377
xxx,370499,248392,25751,334898,445105,80293,369137,389765,120826,453575,176089,283502,297477,113456,210891,238009,451175,122907,152142,395931,387525,162358,228471,386976,201153,17909,37475,360917,5157,436096,480641,538509,428931,97569,267674
xxx,1293,335534,357980,503777,51976,58217,187091,541017,545385,420873,13921,449551,417611,10434,194449,182811,62549,284874,271717,156935,287180,55001,83073,75596,310639,289643,373445,513849,303887,14785,23057,435267,536360,294515,24666
xxx,280774,314051,62413,381701,295147,395053,195483,111631,459357,169638,281501,9225,100543,526046,76605,46378,213212,124386,336073,309541,260149,9225,39373,285179,312476,298181,57638,432100,224035,392051,51182,448656,471625,267921,369813
xxx,248865,236453,356031,225303,268931,185626,244331,168946,30499,134408,213039,76231,21161,60417,6681,12291,98581,205492,337701,433195,162071,354181,266159,122153,21465,424876,66545,35821,232135,118401,209628,524385,161171,353221,30889
xxx,473049,454010,337343,395219,235403,361505,513513,149611,413661,517289,69377,539329,307415,242171,372027,293826,254273,402825,360559,94040,502599,283601,504193,104127,326226,125219,114865,176773,547441,408617,102441,213524,184663,347469,211873
xxx,172639,543006,436744,207314,541241,118952,184481,454913,449380,33041,388260,522123,82721,310376,215465,94785,426609,131729,488002,109605,15625,181235,191781,184757,36865,75689,283873,517881,265624,515001,486161,519049,418751,432005,159657
xxx,44228,411681,423369,351257,40619,168897,386708,5561,439371,111197,530913,61779,247626,460053,78801,195226,256381,61351,128434,130501,389293,287445,372969,466513,193535,343166,186820,142133,468278,271029,49358,458371,88563,233679,414459
xxx,1057,157897,47031,341389,322815,45668,321329,91268,165461,431675,275409,475823,130406,506113,281626,70631,546542,192441,266502,518001,133025,242428,301971,394811,145039,278534,304569,133197,188707,152569,270953,370545,533556,385498,515076
xxx,31601,169845,510713,294411,224016,295369,313461,16583,396561,21257,227241,440133,414070,438982,18660,119585,198426,346603,154212,391457,235819,547288,204181,223326,460671,405589,543285,414246,465777,215128,206611,281321,155187,498006,156211
xxx,155343,50200,544321,247820,276341,451126,61814,268561,130156,383561,479460,388535,508889,450698,402513,145897,118957,46534,384321,172668,36321,107235,334183,127389,392721,257554,537585,215866,380234,24808,285911,464919,104618,543489,809
xxx,462601,313510,80405,502789,98304,256631,444126,103067,345646,185265,329891,244493,222030,229701,261526,217237,546161,473529,5031,531641,140791,135769,153297,395373,378901,60431,373584,139061,10220,249266,66505,39007,480886,326533,5137
xxx,36329,56081,15173,470423,281249,492876,237727,189473,305666,266751,148765,494305,235085,181649,137601,437909,433826,445511,136233,534913,431040,48981,421641,115393,519604,121637,97988,60906,494399,284212,480683,108665,477025,265791,530175
xxx,332698,143281,50535,177401,80915,181050,160271,346873,502784,176507,106289,352645,474293,522017,469976,438244,133121,485903,534197,62151,411426,529933,249455,508687,173427,425033,186751,308483,292621,154789,43176,235881,132861,118403,374792
xxx,129265,507423,199548,66473,506545,430291,541849,130713,112961,320453,264193,300241,22696,453809,332213,348393,524555,399239,173488,223441,94757,538724,59701,258079,160636,23163,460404,516555,162611,317266,368025,440845,177897,367581,359386
xxx,160111,400689,549435,521062,184289,435097,116375,408393,110161,280445,440331,519291,247481,201669,86161,376048,522828,396206,127326,263161,150700,149066,457312,472081,517951,361626,434677,537129,125224,199016,338876,521061,199001,409685,457151
xxx,50429,515942,157169,230072,107723,355345,2945,412039,436469,36356,95735,228911,433150,427751,361329,200245,54627,134701,504335,340689,48941,125981,314285,358366,330409,175319,346161,510539,529254,257421,40821,235861,546541,463287,279291
xxx,511417,168286,370702,323249,276370,521199,118381,97841,209537,492227,110799,543719,159749,446969,38091,112441,504092,177191,515411,248056,14407,269667,497105,355213,344136,429105,345896,244751,424480,286202,468968,537205,392170,407971,103497
xxx,547230,386865,337975,208727,251749,57055,472585,421761,147661,502249,373583,516977,295317,236035,153174,364333,512843,287694,193546,415461,294737,224953,156942,335281,506401,282051,346995,1077,182750,42067,528241,310401,354077,175796,361317
xxx,273881,190989,530905,356191,290973,347501,246586,76605,284789,134708,405643,149105,148287,247713,78793,393553,430751,518026,497591,149106,104963,181704,268435,20721,493615,472481,361601,106531,121328,461409,60886,524941,548533,514907,514570
xxx,45937,519655,431181,513877,368781,108459,528859,512356,201745,457141,431503,452779,246621,523761,440176,222966,194306,163135,39673,394294,208241,181060,501296,513081,54535,405505,386953,385843,92373,512900,151631,476231,45747,404051,201084
xxx,76055,245121,5124,325949,241091,155101,187126,52833,169560,65828,328285,544251,12993,451080,222317,270857,293969,66344,6281,147541,491137,341036,438289,134825,95191,182929,454997,75577,435539,11683,165941,501695,63187,259864,250032
xxx,96885,432333,202651,429415,173391,491010,54955,337657,243013,86131,537473,332793,65797,458115,305537,99357,531869,353211,514851,347561,541909,189029,147679,21681,474021,330958,521897,543999,359376,54707,102215,445303,165143,498681,486643
xxx,514752,325410,190549,456129,172223,109819,203202,282505,90576,525709,431626,247061,234999,429001,80092,182976,95071,24355,142801,340259,444753,22038,403846,352357,189961,4071,163889,96038,252930,499216,36279,160161,209507,191381,12617
xxx,187560,59070,84227,303881,154334,321851,49892,45104,215673,319716,350801,189113,243923,91349,540006,11767,63721,4258,368501,72476,471305,79003,537477,300825,447601,281626,232032,144929,226887,289505,44908,146559,382013,211153,267626
xxx,311927,480869,187441,239090,360521,487191,171313,60561,478226,447129,407749,134277,35706,352333,11736,117993,367911,456501,419290,391985,536093,354073,45406,385837,289499,230476,317273,302911,396558,506804,260584,227501,122951,452761,537086
xxx,269385,531781,7061,336632,395238,268412,307519,373693,334571,343201,366301,287353,3507,272445,329379,397509,412077,280361,106205,178247,90190,303291,216876,379766,114821,419475,110889,417307,412788,370609,321201,465377,512506,404558,454972
xxx,48324,58558,480993,421276,213026,248835,195205,535351,76609,6593,110019,236081,393800,65481,147001,317133,260423,421569,521019,50541,72937,413279,486675,497501,541021,67279,295241,24186,188633,172277,544127,14444,75276,174196,316809
xxx,388719,171561,23288,158985,198716,112005,66607,170611,478930,306727,451441,350033,304421,292881,189557,402786,269945,452585,475569,248627,40533,101485,44376,80001,104581,328450,544774,137145,295857,397086,50801,86111,112051,155341,427380
xxx,45687,52336,418881,467501,483783,180225,462401,201806,209721,332460,164953,453034,26330,68434,308001,386651,527026,158529,353137,300085,320401,320285,177952,269712,351611,539947,449948,205301,453201,227101,186001,390999,266089,389518,416261
xxx,66284,500463,166428,428485,8641,106801,535375,24797,546804,346065,425469,448001,197570,515417,97141,328463,363430,232731,345500,408705,523581,254161,165886,460001,494233,268241,398801,331557,412159,54792,420521,453857,405537,495741,298438
xxx,419937,327223,381230,281230,337180,309045,387140,407700,172601,472045,81497,63726,203537,532169,134386,369577,443587,444603,297947,321861,432337,501155,148507,275509,433681,186373,378255,483231,110044,89833,446315,165593,451671,40106,311325
xxx,49149,326141,68147,169791,172366,380141,398008,421101,478844,27041,3405,74674,200102,298468,541419,244345,26267,396239,247841,341071,472286,381884,539366,292663,420725,546263,519597,372057,68017,127394,149515,489252,324761,211331,56231
xxx,53747,186973,190381,400467,440046,431625,193621,18005,425319,328797,297429,25149,509489,538922,328651,348099,181881,440545,183380,291075,430616,368033,189793,546209,105049,436541,308145,13343,226657,195661,183889,217893,98988,390243,188107
xxx,234209,236389,308641,334169,77275,417045,307793,312121,89601,366691,67935,303365,445795,437999,116681,302169,136351,368222,257945,491952,453432,493276,549341,172380,325282,28051,98197,259969,248833,23269,464037,160726,60255,197035,12025
xxx,188844,385551,334907,308651,447869,520232,483301,526321,320367,362101,433325,399546,187989,454689,519353,82743,323110,495001,351777,280065,23227,374817,146379,282697,403707,475076,19137,491927,504297,21913,320197,260979,258391,203606,125517
xxx,71597,112881,227140,442058,261269,346457,32709,199552,445178,266168,95609,252161,158715,2841,423446,265505,176906,192725,48315,481199,313749,267217,263163,327437,378316,283643,35255,254041,263801,313499,274886,368663,516201,152857,89702
xxx,455901,280735,298261,2535,182881,357392,79385,546195,139910,200281,537905,441601,483836,55311,214501,164697,299773,369749,66226,341490,252714,50801,41641,504186,225215,511873,475369,268185,366504,521176,511841,431057,488305,495141,359077
xxx,296289,462533,432041,341439,218533,319401,301662,548335,23721,18279,43577,179825,171261,435281,28957,182625,488105,259601,405846,489335,495781,247769,4937,171873,68531,346331,453201,505141,463169,339177,546691,525249,480965,436627,262609
xxx,145417,113166,90193,108513,64083,538637,248894,434861,265203,469333,525633,242057,378841,234126,235381,169456,86546,460156,284195,161195,137607,312752,126476,422766,174003,16561,190613,18193,104401,468504,59073,100233,3221,142081,29501
xxx,68370,214193,82245,353347,18776,254690,420519,287146,479370,56116,509537,548686,247651,172353,493255,372177,79255,73661,285047,17409,208369,475110,46711,248455,454701,193901,387828,314929,413047,452689,200981,295609,436161,321165,253469
xxx,499793,537921,283057,374082,430001,229985,434111,267773,38033,187511,349364,284821,122175,77253,56607,65825,107301,492057,163131,135761,116655,487793,527795,165048,259997,237417,354785,416069,490381,435018,141901,119211,152769,341235,196856
xxx,469144,535657,261664,130022,117536,489205,353024,124827,436751,102915,460901,24389,379796,336478,51995,455121,517227,408861,366361,160514,38027,65805,485281,479349,278180,434646,399997,343996,316238,492179,422170,60335,534301,285836,390070
xxx,434533,350571,247425,80625,53476,249401,467391,373276,347081,500739,354293,221009,70826,132741,75560,19798,310751,443636,531553,221839,2471,289560,306581,403126,222901,175539,331411,157371,177041,546817,320129,396341,252442,372449,349181
xxx,201163,175148,116931,201689,449438,42352,256851,526335,549392,211465,212831,494309,211900,292661,325651,535441,352666,528868,467561,454631,490001,344885,122766,19521,141791,402421,275502,81447,231701,278545,136445,342475,519601,168978,250810
xxx,220221,137361,292571,103049,374402,167564,177618,221789,379931,423091,94229,90032,164181,100297,508539,478261,347076,374031,129609,390055,492421,530897,194985,532071,12913,296017,526429,65007,24923,220277,206889,359133,426361,99751,151845
xxx,216161,73801,249377,209265,290123,111901,131945,217974,290231,402157,466781,351646,322785,403613,438768,194634,16826,518201,269421,86927,116721,29151,197125,210424,58840,369022,243229,507761,255208,164193,385081,312822,60034,79641,60526
xxx,332755,154753,260999,80736,49145,477787,288017,108101,469729,342710,191244,478233,16655,382991,496031,389097,226938,173795,221089,44826,29041,487782,93841,542260,326759,452891,336121,40881,190097,406125,260179,8892,514349,470771,169371
xxx,332714,136941,94521,191313,28933,225151,419649,385631,440402,150337,315146,318322,335136,43425,67371,121650,184945,257758,86009,486225,438872,23201,216097,421025,521937,542115,359169,495113,460121,167081,304052,260110,227901,279586,367936
xxx,284075,171770,525959,466421,399871,265476,448789,488906,66265,111613,331084,379105,34522,542180,405436,524227,118729,218434,503633,173471,319563,185812,12626,99481,118337,246561,219200,328929,110761,355707,520015,3505,503957,57361,446331
xxx,321025,143829,331441,366917,36047,78351,389259,265790,202656,122189,262901,426985,386186,21693,142121,163083,295793,131217,118161,390906,304816,96871,477503,295197,377801,59711,170765,514316,403639,376103,139421,25679,61073,363349,290817
xxx,271118,30468,434875,128151,252165,182801,408213,338385,237459,72051,424801,490685,223325,296767,170641,189371,530852,483477,540185,543928,450511,388401,426042,242411,330251,424426,252925,187969,136646,67785,530781,102675,367777,413566,147163
xxx,21377,224037,177356,527422,494213,255905,516791,47121,175735,137499,299858,196483,70321,168639,10561,447041,274111,376301,216815,177010,233256,152961,534719,439511,41822,459934,152943,228057,293976,495119,34761,130595,54932,445673,513837
xxx,194779,300289,446573,288001,67167,253276,144801,68181,1657,101201,436701,295901,294042,413587,195447,167720,217091,285633,193741,33528,402911,107766,287856,153262,64371,63683,248993,440053,228861,233847,536290,198751,510311,87833,431553
xxx,491385,352901,371486,443629,481164,277351,386267,308005,127249,207897,493311,98125,135514,259979,274825,190873,216871,139835,319521,146751,547125,434457,205501,99177,350395,296244,146917,308106,54199,401225,142562,304289,171799,158005,35777
xxx,447119,116511,170193,42861,215782,75634,497067,35156,206245,63215,356381,358481,212011,331301,436397,456172,519761,102375,355139,435007,494717,132591,88671,471417,81361,214665,172217,189717,418817,232705,375926,377626,438241,331989,306987
xxx,162465,473099,190385,500945,198889,96556,428850,271121,112426,218202,248545,46136,72997,273514,38223,471851,181985,412276,281927,177889,513602,128552,120161,51096,519248,444131,533875,288816,535009,250765,464559,107964,70271,386561,177673
xxx,36259,121841,238601,148107,396709,78594,198889,328153,278576,72351,493546,324168,240846,347145,370254,379264,476026,526973,110334,179571,150497,339201,286736,348321,315131,26337,432158,367441,117611,287497,312619,139337,263504,228581,124298
xxx,79719,525449,434641,311213,256978,48358,242056,355723,95940,122750,145723,332907,137457,294144,444269,430817,238542,167886,503911,110392,471953,364633,399691,520289,278875,399065,165483,216941,335863,436811,184016,207839,140781,336576,321801
xxx,37703,474410,236513,370511,546753,465059,316445,75727,485161,529601,289345,359953,474005,169397,23897,376939,267941,521409,517393,536531,420621,266146,50849,137277,447540,32977,402059,64809,10562,430743,380895,508673,338311,236861,296961
xxx,239876,283401,2721,345859,242561,143121,38620,528201,225489,515857,310545,500505,233679,19114,469207,107881,373814,363011,295389,9524,377177,485653,180740,421531,106579,39077,40821,196781,82556,501401,114901,213696,432715,342811,141131
xxx,258412,213621,330347,120736,32485,18070,360466,194306,131593,441661,516679,374353,368785,190497,75276,545640,419201,521773,434356,195713,223631,333417,411297,283441,173163,196033,517147,277894,484801,266328,164608,363934,190928,356993,15261
xxx,209762,322817,146126,27906,374453,315784,45519,240126,373891,270051,528633,427657,546451,285977,500749,233615,460835,257001,348252,163399,501251,141566,32031,464673,246581,327977,241303,427505,412887,447969,157383,508346,503049,453912,406671
xxx,278465,53361,347315,10245,14673,128597,125935,7161,439606,434113,317376,34233,469528,350429,327886,433687,247113,520497,323521,250381,83751,148381,268476,240408,319843,205779,130097,136893,257263,313481,130738,440353,379996,153546,178401
xxx,32523,31671,151284,288425,28575,17751,44335,255316,206739,280543,497027,6262,170729,538876,113876,442212,246449,517161,522037,22760,275231,451083,209433,293601,547956,371191,401704,22441,146841,414206,334649,501161,60292,400041,420737
xxx,392506,44011,526791,340329,254770,403397,110649,222437,493557,167331,260641,43896,325139,139593,95989,330885,311990,74053,500993,123329,107505,378500,260668,394757,332621,304040,138341,66993,399993,282101,111025,410811,152498,190621,141401
xxx,81335,375441,221814,267009,299121,337723,162311,35273,72422,500833,537342,363441,156131,412985,217905,503653,328311,518721,61046,32904,300213,506766,264507,43445,389177,530741,418611,351601,305667,203425,97471,215293,311226,449945,432481
xxx,454785,234497,528005,55227,118369,67079,455403,457137,284976,305475,546545,273701,302785,11796,465977,289941,511721,104136,538110,221227,102793,459431,71023,351197,411316,344613,300501,178025,498130,280741,510188,302781,490543,284143,132073
xxx,382211,92718,364297,543963,42347,412405,275243,509016,250751,395407,194327,334057,142665,51314,502987,443664,378161,264338,102195,143943,545720,213819,229713,24424,175045,431773,469836,526309,289497,257407,391921,345497,414491,34191,224685
xxx,31576,207922,140521,53945,307715,194518,261025,320001,111431,501892,497861,384653,192182,323361,381085,308081,66023,392609,444447,286307,58061,334829,273431,78535,344001,9787,412516,104119,306271,438871,321267,377153,385133,292113,514709
xxx,346857,455561,504681,55665,156625,229625,403249,489259,525077,318529,12941,407393,502819,502717,112940,13111,190095,81049,273769,441896,428709,62228,24877,172877,524541,544863,183425,477264,469965,480287,278327,186711,148585,239739,208317
xxx,490479,84209,379585,194977,518886,149959,429226,14137,530987,527876,366887,229773,106961,215473,171871,509554,261401,386607,516908,136400,244257,41417,526761,179905,336601,51765,535134,264621,52339,157389,26003,234690,423933,461956,427806
xxx,179811,167701,236577,398537,171813,394126,204515,264929,518700,9637,96701,100785,385851,342465,258409,42674,340305,217361,452351,311829,78833,443201,166761,201473,476976,81825,249249,520499,81314,92161,174808,201726,305813,416006,425541
xxx,333609,153633,493345,513749,372103,52811,56641,167847,222371,82473,321305,182851,58765,96421,477761,433319,202001,442715,535233,494325,440177,533589,449221,58551,32967,486360,36331,109909,85708,224889,345550,32513,30001,170417,510891
xxx,334534,453131,369185,353994,406090,237338,303476,272097,63418,423129,260589,243798,426628,118589,141902,255527,240187,235386,275113,182345,244441,239077,49023,208291,72337,119905,432721,73381,523841,471043,436943,43451,423289,531444,483811
xxx,213873,269881,3513,442311,113001,423501,266516,374195,228726,331783,248207,267637,11733,537241,277428,524651,365501,460205,193921,374417,474543,435181,482479,29281,349241,261597,527241,3078,376338,196397,397616,176880,112321,397601,73541
xxx,248477,549441,310296,16801,367003,419157,401985,542639,246956,302551,146315,11545,357367,424463,244283,258644,292001,285037,476526,307355,517199,377601,141171,499401,500717,185795,294033,518434,309820,376681,485633,156099,122353,99784,535371
xxx,381461,488401,334021,70698,486287,531669,292521,31021,5969,157159,353050,138351,71098,195499,408029,419029,71371,70983,160612,292833,417295,493333,325205,3041,32561,495943,354417,395880,501449,128687,476101,48401,224336,28145,126729
xxx,53122,468399,529741,12305,380696,286206,387876,361457,63481,387985,12651,288745,51737,436384,344962,481120,122177,261145,334992,211729,385565,337611,242346,117646,372581,399147,366169,487151,193263,126132,262378,274192,324595,319361,345953
xxx,44320,268753,483917,146312,444643,433005,547211,485249,97721,387449,393967,456721,229718,70969,456291,226481,462126,300876,297976,401044,493101,59301,289969,444314,120044,296561,198666,548425,31593,403609,222740,291697,339384,355425,343201
xxx,88865,84891,208979,63801,405289,293250,269033,218181,479190,525541,248089,245961,359412,114379,510395,224096,152945,293434,262763,440279,286691,523263,493791,380049,41033,455378,266300,180239,392925,335754,189301,39525,101245,334318,537073
xxx,345566,256387,486681,149501,118081,358445,23411,363701,302768,86216,155531,523456,6677,78561,107823,120001,506855,228501,78281,307138,530801,391281,130505,243825,543929,226822,373279,235913,195001,206878,207806,19647,425150,209921,228238
xxx,229480,491386,187193,441693,463859,35749,233126,528581,209067,414817,407297,196021,240748,374012,204891,252301,237909,245196,149937,109121,285137,290461,180341,289559,436501,502285,277189,109009,395609,513569,514825,365301,12189,306017,467171
xxx,351283,317711,385222,252471,69266,85841,346009,447863,414220,491372,216253,157171,222825,194540,184261,214285,483227,108057,490753,259992,346817,233482,50297,327347,285040,118967,209849,220187,29021,288053,6697,107418,82993,488247,413529
xxx,54795,483361,181173,102961,128776,14777,421147,158037,199369,405257,438351,43361,517969,436267,305057,126385,239903,299817,501213,271305,511599,187610,67534,377482,531473,546304,520643,19229,489226,70698,247196,386761,401101,509293,549239
xxx,450466,36639,250286,25838,306088,320601,121589,540725,123572,76816,148297,426344,37126,221557,239196,79426,131663,192985,415709,473518,422251,143738,82593,544939,126681,219561,230921,544007,267663,534241,543391,148369,413151,412226,509236
xxx,137263,424281,272301,329605,380831,91801,429993,423251,431677,418401,104049,381601,90366,442155,158753,114109,374952,299718,358601,167626,538088,449787,273481,75735,346897,476977,212647,218019,23037,258171,317383,25211,348162,77080,63949
xxx,131214,397825,448138,84701,485715,301860,491599,502623,462697,359173,246797,528901,9593,53517,521753,148693,7120,158276,467501,378081,151176,297182,67809,523682,467149,337110,349109,454665,454007,234642,98607,414823,509331,189691,114101
xxx,543206,115295,209251,33991,432127,332109,545447,324561,514653,5999,549261,359374,198597,511719,164223,530384,145845,170272,324880,100875,493129,1067,238337,465475,53761,324259,252408,6957,52765,118772,361106,368737,272141,355697,181286
xxx,242935,64901,114369,20401,546049,545397,503910,276626,291821,21894,2115,105289,238301,430476,37313,491393,76305,361217,183063,17876,541943,317999,511533,16211,86861,137449,298827,129325,279653,201861,492001,432169,27825,489941,376979
xxx,449495,443001,289645,242365,44673,355474,443326,194749,179159,134589,427676,72026,511649,24913,515213,541759,524162,64561,344595,115503,107817,389461,364209,379261,95176,117201,502361,501201,455423,412601,56235,524246,387103,299549,44649
xxx,217396,382901,5215,519173,387927,144662,337041,415161,253443,392721,526513,35379,207895,270823,294177,482221,468561,364281,520678,172237,378801,54355,77501,66477,313001,344379,38091,361859,369859,116433,19873,275201,80715,351361,318353
xxx,222964,434706,419739,382626,329143,272559,32763,444122,359755,322741,135259,343931,373306,323781,422997,236006,62221,491326,20241,187792,227634,41329,51385,283265,343536,358801,527993,34995,161245,414113,372017,119973,136191,501153,449271
xxx,526876,277912,8222,4756,66429,223863,240357,521475,60224,239731,331515,133921,535876,279467,294305,403327,149281,425172,518922,196033,436801,428929,329123,493144,130535,111131,387608,527151,1231,60797,106311,36481,51505,230901,31301
xxx,188481,285104,164946,450481,494617,475081,390875,254324,109128,285971,350961,401225,322409,373039,443213,432882,430062,391371,501706,418100,528100,521872,489966,194763,217901,296115,284741,148151,302809,259049,281665,292006,257326,2929,232701
xxx,218551,11231,287206,238286,287973,402561,217419,87833,61065,128103,318921,18340,56,420726,491673,28907,21834,352606,345251,99015,447563,253561,76737,234427,313600,185019,154601,422169,81493,225715,257553,41761,69259,476849,2857
xxx,409406,122315,234697,64569,358880,17885,496538,316547,207124,351725,500492,201409,244145,375213,499877,363551,308470,417489,253903,544896,419851,443831,31780,256213,160357,525587,419147,337581,530806,68641,158345,312558,515000,140786,486653
xxx,59891,174021,258857,90021,320501,2333,483429,250261,125911,88455,220569,479821,506081,293639,220728,357611,48081,143299,322054,102251,249610,211322,106033,340499,419471,413437,529713,31617,421873,181821,332113,387726,496625,58297,185631
xxx,336316,509703,327019,179510,377324,25853,459809,430197,150481,360719,468328,402271,112731,287322,449036,236545,461105,301811,97901,318937,83391,44008,369337,293573,281395,94848,83901,77342,541535,327601,229637,268761,238615,51353,137325
xxx,368633,274017,316339,429271,213896,8243,270637,115066,382084,338671,511709,408587,483177,257405,112041,219655,186924,331927,417993,256973,70125,288949,456433,323778,182307,351227,314453,422737,434181,70005,478281,118609,276225,537523,210848
xxx,517588,225421,173041,206414,171673,340011,122785,430001,20956,269428,452701,207689,446525,418484,199453,139451,452263,135251,201528,131793,374489,440551,16940,44353,30001,155678,26575,85153,346538,22597,291816,498001,240177,247039,125701
xxx,222089,164033,80736,474850,220209,431629,278025,193700,480241,170259,102942,388366,399719,434897,313433,165377,69319,209271,125577,339769,252211,377666,152615,78713,132213,284649,207201,194197,68656,479586,369001,2091,371911,385525,228166
xxx,543016,292513,166207,435225,146808,261041,150353,490711,91425,407628,217746,15768,148305,465837,90134,261945,387335,53810,405986,238903,533251,491789,521119,327873,536501,429395,328071,9521,229395,32514,128177,192320,34741,41045,221845
xxx,412237,84241,466489,409077,159871,501742,499721,160031,277323,352406,438801,155526,465901,74977,501628,30062,322305,182394,11301,525838,309681,288489,380271,176801,49651,190928,17666,87744,217113,103148,21716,512113,30717,63769,268489
xxx,489347,181425,198933,372171,514844,48486,270233,341035,293596,154044,403949,200731,270271,198951,407805,467733,348705,290672,119607,189581,180247,344944,455599,2773,511721,497152,544477,275793,308719,446324,445465,423821,230241,523755,196307
xxx,332865,135609,18873,290097,203373,316887,129281,423887,371504,149021,220506,453960,138481,445111,515291,32010,250317,67045,489182,133357,4827,110953,337233,58565,352306,79789,545934,366950,64098,400928,250397,154001,531947,227756,443905
xxx,474407,208431,352529,214091,431174,432205,421751,47701,164491,241013,258129,435606,347789,296793,264929,9891,395711,471851,390855,25433,85135,196680,406257,527405,326169,333255,272161,349361,16130,363652,8897,415861,29151,302881,27034
xxx,139965,393489,233197,120353,217232,292337,85535,13800,418708,543997,231462,175200,538214,264596,401081,398410,208819,385644,101345,110209,439242,476301,27376,35151,81995,369554,362669,218241,39521,74369,296057,378089,54497,263857,107553
xxx,27773,58227,403727,282241,434311,218161,495635,160513,396700,39749,429929,125611,291681,272801,61131,320577,463146,444001,386049,305985,60456,390853,377965,205874,544314,431681,21360,326756,98995,7831,371435,485137,276249,377344,160673
xxx,40787,483845,332233,14796,294161,326514,306749,186801,27897,235681,58819,111529,67691,460626,531283,105681,261292,203736,336812,458017,87119,321285,220556,405276,203989,474182,547921,412285,40753,397280,315476,478191,458881,269321,472327
xxx,193733,306563,522489,521170,385793,319716,36587,542125,543266,158500,38400,77673,342513,104029,210622,321560,279665,408989,405751,360203,25516,501528,43611,96682,105781,69146,147457,103426,146114,94111,233945,82880,181979,252449,162153
xxx,338819,27387,157923,238185,212967,445017,399377,349389,403591,418888,509479,54281,549089,363319,361854,378201,118953,40001,79036,107704,183201,460353,345881,86175,428033,503781,232181,303721,294861,340097,251521,288196,456649,346783,403815
xxx,490168,413939,288916,340633,357281,173601,109601,499082,250981,232029,391923,172556,107177,485937,294700,137300,205851,375265,361609,427333,254363,260321,334476,542691,146361,266301,412159,62721,523545,545329,32482,209803,95009,89623,46433
xxx,166467,396478,15528,211829,334225,401545,357289,216301,88150,353689,82655,192891,444409,46639,99317,486057,113721,479822,214611,26111,407697,280250,119467,245450,306551,516265,343215,377891,157486,33233,520529,219937,105779,190969,395875
xxx,441839,164591,370599,493795,61945,219261,32184,464573,158621,387511,125317,238043,152021,533809,210593,13487,156245,357981,513506,437119,204745,241419,18283,350501,405690,171825,457901,304969,548101,538751,229849,347183,15511,400607,402505
xxx,424766,190257,410826,146017,254651,214377,369714,358193,261926,418901,190349,167623,258721,299087,400401,363723,24919,94843,114737,21219,258981,533974,520496,455135,72297,39425,36963,184081,170413,442856,366704,18241,499081,61580,198801
xxx,21431,518473,243855,71081,450671,196571,275149,549530,523709,517045,73745,356409,361749,497319,87901,255518,177949,287351,260747,534995,249111,145665,3010,84888,125097,268281,426900,343611,305271,474451,117173,157971,199181,329035,281414
xxx,319816,253807,114666,47341,125897,469141,184305,468651,35041,453727,23401,218345,234465,382033,394883,36489,339423,546814,341137,259626,406871,307407,537073,203499,58923,512341,94105,526089,27678,228665,201121,441061,334086,412203,197541
xxx,539881,119741,421939,436453,93570,54769,44748,41991,172821,84381,473797,509416,260921,412583,356725,548001,86593,548901,88225,86193,541185,163215,503318,231160,435296,10081,373936,271819,15640,308857,313921,410093,461129,497816,499301
xxx,280721,489165,167701,404112,97806,387512,354351,179037,263836,64577,143001,413185,227222,329632,266289,98207,11705,440115,29105,364543,242001,249340,255983,510709,158873,449994,92211,385921,179736,504939,8229,529299,389281,418776,327389
